title,type,description,release_year,age_certification,runtime,genres,production_countries,imdb_score,tmdb_score
The Boxtrolls,MOVIE,"An orphaned boy raised by underground creatures called Boxtrolls comes up from the sewers and out of his box to save his family and the town from the evil exterminator, Archibald Snatcher.",2014,PG,97,"['comedy', 'fantasy', 'animation', 'family']",['US'],6.8,6.7
Zach Stone Is Gonna Be Famous,SHOW,"Zach hires a camera crew to film him throughout his daily life as a part of his quest to become an over-night celebrity - even though he possesses no real talent. From Zach's attempts to become a celebrity chef or a ring-tone recording artist to purposefully going missing, he'll try any avenue to get noticed and stop at nothing until he reaches fame.",2013,TV-PG,20,['comedy'],['US'],8.3,8.5
The Railway Man,MOVIE,"A victim from World War II's ""Death Railway"" sets out to find those responsible for his torture. A true story.",2013,R,116,"['history', 'drama', 'european', 'romance', 'war']","['GB', 'AU', 'CH']",7.1,6.9
Silent,MOVIE,A duo of street performers learns how sound and picture work together to create amazing cinema experiences.,2014,,3,['animation'],['US'],,6.862
Shtisel,SHOW,"Akiva and Shulem Shtisel, father and son, sit on a little balcony overlooking streets of the Geula neighborhood of Jerusalem. A year has passed since the mother died. All the other children have left the nest, and only Shulam and Akiva remain - quarreling, making up, and laughing about themselves and the rest of the world. All will change when Akiva meets Elisheva.",2013,TV-14,49,['drama'],['IL'],8.6,8.446
Saving My Stupid Youth,SHOW,"Heisuke teaches at his alma mater, an all-boy’s Buddhist high school and leads a very ordinary life, except for the fact that he is still tortured by the memory of an unfortunate incident that took place there involving him and his school 14 years ago. In hopes of closure, he strikes upon a plan to jointly hold this year’s Culture Festival with a nearby girl’s school, with which there are chilly relations. Determined at all costs to make the event a success, Heisuke finds himself dealing with a constant stream of problems along the way.",2014,TV-14,54,"['drama', 'comedy']",['JP'],7.3,7.8
Walk of Shame,MOVIE,"A reporter's dream of becoming a news anchor is compromised after a one-night stand leaves her stranded in downtown L.A. without a phone, car, ID or money - and only 8 hours to make it to the most important job interview of her life.",2014,R,95,['comedy'],['US'],6,5.971
Jobs,MOVIE,The story of Steve Jobs' ascension from college dropout into one of the most revered creative entrepreneurs of the 20th century.,2013,PG-13,128,"['history', 'drama', 'documentation']",['US'],6,6.1
PK,MOVIE,"A stranger in the city asks questions no one has asked before. Known only by his initials, the man's innocent questions and childlike curiosity take him on a journey of love, laughter and letting go.",2014,PG-13,153,"['scifi', 'comedy', 'drama', 'fantasy', 'romance']",['IN'],8.1,7.7
Haider,MOVIE,A young man returns to Kashmir after his father's disappearance to confront his uncle - the man he suspects to have a role in his father's fate.,2014,PG-13,150,"['romance', 'crime', 'action', 'drama', 'thriller']",['IN'],8,7.1
Derek,SHOW,Derek is a loyal nursing home caretaker who sees only the good in his quirky co-workers as they struggle against prejudice and shrinking budgets to care for their elderly residents.,2013,TV-MA,26,"['comedy', 'drama', 'european']",['GB'],8.1,7.453
Beyond the Lights,MOVIE,"Noni Jean is a hot new rising star. But not all is what it seems, and the pressure causes Noni to nearly fall apart - until she meets Kaz Nicol, a promising young cop and aspiring politician who's been assigned to her detail. Can Kaz's love give Noni the courage to find her own voice and break free to become the artist she was meant to be?",2014,PG-13,116,"['drama', 'music', 'romance']",['US'],6.8,6.9
Wentworth,SHOW,Bea Smith is locked up while awaiting trial for the attempted murder of her husband and must learn how life works in prison. A modern adaptation and sequel of the iconic Prisoner series.,2013,TV-MA,46,"['drama', 'crime', 'thriller']",['AU'],8.6,8.1
The Butler,MOVIE,"A look at the life of Cecil Gaines who served eight presidents as the White House's head butler from 1952 to 1986, and had a unique front-row seat as political and racial history was made.",2013,PG-13,132,"['drama', 'european']",['US'],7.2,7.345
The Crime,SHOW,The peaceful lives of the residents inhabiting a seaside town are shaken following a series of macabre crimes.,2014,TV-MA,45,"['crime', 'action']",['PL'],6.2,5.875
Big Eyes,MOVIE,"In the late 1950s and early '60s, artist Walter Keane achieves unbelievable fame and success with portraits of saucer-eyed waifs. However, no one realizes that his wife, Margaret, is the real painter behind the brush. Although Margaret is horrified to learn that Walter is passing off her work as his own, she is too meek to protest too loudly. It isn't until the Keanes' marriage comes to an end and a lawsuit follows that the truth finally comes to light.",2014,PG-13,106,"['drama', 'documentation', 'romance', 'crime']","['CA', 'US']",7.2,6.995
Moving Art,SHOW,"Experience nature's art as filmmaker Louie Schwartzberg highlights the beauty that lurks in oceans, forests, deserts and flowers.",2014,,28,"['documentation', 'family']",['US'],8.6,6.3
Sam & Cat,SHOW,"Sam Puckett is loud, independent, and tough as nails, while Cat Valentine is sweet as pie and super flighty. But that doesn't stop this unlikely pair from becoming best buds and roomies!

Together, they're a power duo with a love for fun and adventure -- it's just too bad that it doesn't come cheap. Burgers at their favorite robot restaurant Bots don't grow on trees, after all. A booming out-of-home babysitting business quickly becomes the answer to their empty-pocket problems, but also an extra reason for countless wacky adventures to come!",2013,TV-G,24,"['family', 'comedy', 'drama']",['US'],5.6,7.765
Philomena,MOVIE,"A woman searches for her adult son, who was taken away from her decades ago when she was forced to live in a convent.",2013,PG-13,98,"['drama', 'comedy', 'european']",['GB'],7.6,7.374
A Walk Among the Tombstones,MOVIE,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,2014,R,113,"['drama', 'thriller', 'action', 'crime']",['US'],6.5,6.314
The Irregular at Magic High School,SHOW,In a world where magic is not a fairy tale but has existed for one hundred years siblings Tatsuya and Miyuki Shiba prepare to begin their studies at the elite Private Magic University Affiliated High School (Magic High School for short). Entering on different levels of the academic spectrum the two turn the once peaceful campus into a chaotic one.,2014,TV-14,23,"['action', 'scifi', 'animation', 'drama', 'fantasy', 'romance']",['JP'],7.1,7.925
Who Am I,MOVIE,"Benjamin, a young German computer whiz, is invited to join a subversive hacker group that wants to be noticed on the world's stage.",2014,,105,"['thriller', 'european', 'scifi', 'crime', 'drama']",['DE'],7.5,7.6
The Seven Deadly Sins,SHOW,"The “Seven Deadly Sins”—a group of evil knights who conspired to overthrow the kingdom of Britannia—were said to have been eradicated by the Holy Knights, although some claim that they still live. Ten years later, the Holy Knights have staged a Coup d'état and assassinated the king, becoming the new, tyrannical rulers of the kingdom. Elizabeth, the king's only daughter, sets out on a journey to find the “Seven Deadly Sins,” and to enlist their help in taking back the kingdom.",2014,TV-14,24,"['action', 'scifi', 'fantasy', 'animation', 'comedy']",['JP'],7.9,8.47
Metallica: Some Kind of Monster,SHOW,"This collection includes the acclaimed rock documentary about Metallica, plus a film checking in with the still-thriving group 10 years later.",2014,TV-MA,84,['western'],"['CA', 'US']",,
Monty Python: The Meaning of Live,MOVIE,"With unprecedented access, this program reveals the humour, chaos and passion that went into bringing the Flying Circus to the stage cumulating in the legendary One Down, Five To Go.",2014,,96,"['comedy', 'documentation']",['GB'],7.6,7.4
Birth Reborn,MOVIE,"The feature film ' The Birth Reborn' portrays the serious obstetric reality in the world, which is characterized by an alarming number of cesarean or deliveries with traumatic and unnecessary interventions, as opposed to what is known and recommended by science today. This situation has serious perinatal, psychological, social, anthropological and financial consequences. Through the reports of some of the leading experts in the area and the latest scientific discoveries, the film questions the current obstetric model, leads to a reflection on the new paradigm of the twenty-first century and the future of a civilization born without the so-called 'love hormones', released only under specific conditions of labor.",2013,,91,"['documentation', 'family', 'history']",['BR'],7.7,6.375
Lovesick,SHOW,"After finding out he has an STI, Dylan must get back in touch with every girl he has ever had sex with to let them know the bad news.",2014,TV-MA,25,"['comedy', 'european']",['GB'],8,7.394
Copenhagen,MOVIE,"After weeks of traveling through Europe, the immature William finds himself in Copenhagen, the place of his father’s birth. He befriends the youthful Effy, who works in William’s hotel as part of an internship program, and they set off to find William’s last living relative. Effy’s mix of youthful exuberance and wisdom challenges William unlike any  woman ever has. As the attraction builds, he must come to grips with destabilizing elements of his family’s sordid past.",2014,,98,"['drama', 'action', 'romance']","['US', 'DK']",7,6.716
Tom Segura: Completely Normal,MOVIE,An original stand-up comedy special written and performed by comedian Tom Segura.,2014,,74,"['comedy', 'documentation']",['US'],7.7,7.2
Sin Filtro,SHOW,,2013,,34,[],['CL'],,
Bo Burnham: What.,MOVIE,"Left brain and right brain duke it out and then belt out a tune in comedian Bo Burnham's quick and clever one-man show. As intelligent as he is lanky, Burnham cynically pokes at pop entertainment while offering unadulterated showmanship of his own.",2013,,60,"['comedy', 'music', 'documentation']",['US'],8.3,7.9
Resurrection: Ertugrul,SHOW,Ertuğrul Bey and the Knights Templar in the 13th century Alba and step and step with the struggle against brutal Mongols depicts the process of establishing the Ottoman principality.,2014,TV-14,57,"['action', 'drama', 'war', 'history']",['TR'],7.9,7.62
